 ,Area,Mean,Min,Max
20318,0.073,255,255,255
20319,0.123,255,255,255
20320,0.037,255,255,255
20321,0.312,255,255,255
20322,0.128,255,255,255
20323,0.037,255,255,255
20324,0.297,255,255,255
20325,0.001,255,255,255
20326,0.062,255,255,255
20327,0.107,255,255,255
20328,0.001,255,255,255
20329,0.032,255,255,255
20330,0.054,255,255,255
20331,0.022,255,255,255
20332,0.060,255,255,255
20333,0.091,255,255,255
20334,0.085,255,255,255
20335,0.024,255,255,255
20336,0.073,255,255,255
20337,0.030,255,255,255
20338,0.034,255,255,255
20339,0.032,255,255,255
20340,0.079,255,255,255
20341,0.101,255,255,255
20342,0.034,255,255,255
20343,0.236,255,255,255
20344,0.008,255,255,255
20345,0.108,255,255,255
20346,0.001,255,255,255
20347,0.001,255,255,255
20348,0.034,255,255,255
20349,0.028,255,255,255
20350,0.012,255,255,255
20351,0.294,255,255,255
20352,0.001,255,255,255
20353,0.031,255,255,255
20354,0.001,255,255,255
20355,0.048,255,255,255
20356,0.022,255,255,255
20357,0.027,255,255,255
20358,0.097,255,255,255
20359,0.063,255,255,255
20360,0.075,255,255,255
20361,0.017,255,255,255
20362,0.015,255,255,255
20363,0.001,255,255,255
20364,0.022,255,255,255
20365,0.031,255,255,255
20366,0.060,255,255,255
20367,0.085,255,255,255
20368,0.030,255,255,255
20369,0.289,255,255,255
20370,0.099,255,255,255
20371,0.032,255,255,255
20372,0.259,255,255,255
20373,0.002,255,255,255
20374,0.047,255,255,255
20375,0.054,255,255,255
20376,0.034,255,255,255
20377,0.110,255,255,255
20378,0.001,255,255,255
20379,0.032,255,255,255
20380,0.001,255,255,255
20381,0.067,255,255,255
20382,0.021,255,255,255
20383,0.030,255,255,255
20384,0.022,255,255,255
20385,0.066,255,255,255
20386,0.088,255,255,255
20387,0.092,255,255,255
20388,0.024,255,255,255
20389,0.018,255,255,255
20390,0.001,255,255,255
20391,0.025,255,255,255
20392,0.031,255,255,255
20393,0.070,255,255,255
20394,0.093,255,255,255
20395,0.030,255,255,255
20396,0.207,255,255,255
20397,0.106,255,255,255
20398,0.046,255,255,255
20399,0.027,255,255,255
20400,0.286,255,255,255
20401,0.026,255,255,255
20402,0.052,255,255,255
20403,0.001,255,255,255
20404,0.034,255,255,255
20405,0.001,255,255,255
20406,0.064,255,255,255
20407,0.020,255,255,255
20408,0.067,255,255,255
20409,0.091,255,255,255
20410,0.095,255,255,255
20411,0.023,255,255,255
20412,0.014,255,255,255
20413,0.001,255,255,255
20414,0.020,255,255,255
20415,0.033,255,255,255
20416,0.069,255,255,255
20417,0.099,255,255,255
20418,0.031,255,255,255
20419,0.278,255,255,255
20420,0.131,255,255,255
20421,0.072,255,255,255
20422,0.001,255,255,255
20423,0.327,255,255,255
20424,0.002,255,255,255
20425,0.031,255,255,255
20426,0.002,255,255,255
20427,0.050,255,255,255
20428,0.001,255,255,255
20429,0.001,255,255,255
20430,0.053,255,255,255
20431,0.001,255,255,255
20432,0.001,255,255,255
20433,0.038,255,255,255
20434,0.057,255,255,255
20435,0.025,255,255,255
20436,0.029,255,255,255
20437,0.093,255,255,255
20438,0.058,255,255,255
20439,0.072,255,255,255
20440,0.015,255,255,255
20441,0.013,255,255,255
20442,0.023,255,255,255
20443,0.036,255,255,255
20444,0.064,255,255,255
20445,0.092,255,255,255
20446,0.034,255,255,255
20447,0.300,255,255,255
20448,0.012,255,255,255
20449,0.138,255,255,255
20450,0.045,255,255,255
20451,0.340,255,255,255
20452,0.002,255,255,255
20453,0.002,255,255,255
20454,0.037,255,255,255
20455,0.061,255,255,255
20456,0.001,255,255,255
20457,0.031,255,255,255
20458,0.001,255,255,255
20459,0.001,255,255,255
20460,0.039,255,255,255
20461,0.002,255,255,255
20462,0.020,255,255,255
20463,0.084,255,255,255
20464,0.049,255,255,255
20465,0.074,255,255,255
20466,0.018,255,255,255
20467,0.051,255,255,255
20468,0.021,255,255,255
20469,0.027,255,255,255
20470,0.044,255,255,255
20471,0.069,255,255,255
20472,0.095,255,255,255
20473,0.037,255,255,255
20474,0.288,255,255,255
20475,0.009,255,255,255
20476,0.130,255,255,255
20477,0.041,255,255,255
20478,0.322,255,255,255
20479,0.002,255,255,255
20480,0.055,255,255,255
20481,0.047,255,255,255
20482,0.031,255,255,255
20483,0.002,255,255,255
20484,0.001,255,255,255
20485,0.038,255,255,255
20486,0.003,255,255,255
20487,0.055,255,255,255
20488,0.028,255,255,255
20489,0.036,255,255,255
20490,0.098,255,255,255
20491,0.062,255,255,255
20492,0.098,255,255,255
20493,0.026,255,255,255
20494,0.029,255,255,255
20495,0.024,255,255,255
20496,0.030,255,255,255
20497,0.043,255,255,255
20498,0.078,255,255,255
20499,0.101,255,255,255
20500,0.035,255,255,255
20501,0.282,255,255,255
20502,0.105,255,255,255
20503,0.044,255,255,255
20504,0.015,255,255,255
20505,0.305,255,255,255
20506,0.002,255,255,255
20507,0.056,255,255,255
20508,0.062,255,255,255
20509,0.001,255,255,255
20510,0.037,255,255,255
20511,0.061,255,255,255
20512,0.023,255,255,255
20513,0.054,255,255,255
20514,0.089,255,255,255
20515,0.115,255,255,255
20516,0.025,255,255,255
20517,0.075,255,255,255
20518,0.027,255,255,255
20519,0.031,255,255,255
20520,0.058,255,255,255
20521,0.083,255,255,255
20522,0.104,255,255,255
20523,0.041,255,255,255
20524,0.294,255,255,255
20525,0.016,255,255,255
20526,0.118,255,255,255
20527,0.053,255,255,255
20528,0.015,255,255,255
20529,0.314,255,255,255
20530,0.002,255,255,255
20531,0.049,255,255,255
20532,0.001,255,255,255
20533,0.036,255,255,255
20534,0.017,255,255,255
20535,0.063,255,255,255
20536,0.031,255,255,255
20537,0.094,255,255,255
20538,0.063,255,255,255
20539,0.090,255,255,255
20540,0.088,255,255,255
20541,0.025,255,255,255
20542,0.022,255,255,255
20543,0.025,255,255,255
20544,0.048,255,255,255
20545,0.085,255,255,255
20546,0.131,255,255,255
20547,0.043,255,255,255
20548,0.001,255,255,255
20549,0.138,255,255,255
20550,0.002,255,255,255
20551,0.001,255,255,255
20552,0.048,255,255,255
20553,0.055,255,255,255
20554,0.001,255,255,255
20555,0.001,255,255,255
20556,0.034,255,255,255
20557,0.001,255,255,255
20558,0.011,255,255,255
20559,0.071,255,255,255
20560,0.025,255,255,255
20561,0.064,255,255,255
20562,0.095,255,255,255
20563,0.086,255,255,255
20564,0.023,255,255,255
20565,0.030,255,255,255
20566,0.034,255,255,255
20567,0.045,255,255,255
20568,0.089,255,255,255
20569,0.096,255,255,255
20570,0.001,255,255,255
20571,0.003,255,255,255
20572,0.144,255,255,255
20573,0.053,255,255,255
20574,0.356,255,255,255
20575,0.002,255,255,255
20576,0.001,255,255,255
20577,0.032,255,255,255
20578,0.001,255,255,255
20579,0.030,255,255,255
20580,0.069,255,255,255
20581,0.021,255,255,255
20582,0.098,255,255,255
20583,0.057,255,255,255
20584,0.108,255,255,255
20585,0.033,255,255,255
20586,0.062,255,255,255
20587,0.036,255,255,255
20588,0.038,255,255,255
20589,0.090,255,255,255
20590,0.002,255,255,255
20591,0.123,255,255,255
20592,0.346,255,255,255
20593,0.010,255,255,255
20594,0.133,255,255,255
20595,0.046,255,255,255
20596,0.001,255,255,255
20597,0.001,255,255,255
20598,0.001,255,255,255
20599,0.001,255,255,255
20600,0.036,255,255,255
20601,0.001,255,255,255
20602,0.010,255,255,255
20603,0.079,255,255,255
20604,0.022,255,255,255
20605,0.060,255,255,255
20606,0.089,255,255,255
20607,0.099,255,255,255
20608,0.027,255,255,255
20609,0.046,255,255,255
20610,0.020,255,255,255
20611,0.027,255,255,255
20612,0.045,255,255,255
20613,0.139,255,255,255
20614,0.053,255,255,255
20615,0.345,255,255,255
20616,0.011,255,255,255
20617,0.131,255,255,255
20618,0.001,255,255,255
20619,0.001,255,255,255
20620,0.039,255,255,255
20621,0.010,255,255,255
20622,0.070,255,255,255
20623,0.021,255,255,255
20624,0.069,255,255,255
20625,0.090,255,255,255
20626,0.109,255,255,255
20627,0.030,255,255,255
20628,0.050,255,255,255
20629,0.027,255,255,255
20630,0.036,255,255,255
20631,0.041,255,255,255
20632,0.119,255,255,255
20633,0.033,255,255,255
20634,0.276,255,255,255
20635,0.009,255,255,255
20636,0.143,255,255,255
20637,0.001,255,255,255
20638,0.001,255,255,255
20639,0.001,255,255,255
20640,0.049,255,255,255
20641,0.001,255,255,255
20642,0.038,255,255,255
20643,0.017,255,255,255
20644,0.077,255,255,255
20645,0.028,255,255,255
20646,0.073,255,255,255
20647,0.095,255,255,255
20648,0.097,255,255,255
20649,0.026,255,255,255
20650,0.025,255,255,255
20651,0.049,255,255,255
20652,0.021,255,255,255
20653,0.033,255,255,255
20654,0.034,255,255,255
20655,0.103,255,255,255
20656,0.004,255,255,255
20657,0.001,255,255,255
20658,0.138,255,255,255
20659,0.055,255,255,255
20660,0.365,255,255,255
20661,0.002,255,255,255
20662,0.044,255,255,255
20663,0.001,255,255,255
20664,0.066,255,255,255
20665,0.001,255,255,255
20666,0.001,255,255,255
20667,0.034,255,255,255
20668,0.053,255,255,255
20669,0.026,255,255,255
20670,0.101,255,255,255
20671,0.061,255,255,255
20672,0.100,255,255,255
20673,0.034,255,255,255
20674,0.060,255,255,255
20675,0.031,255,255,255
20676,0.034,255,255,255
20677,0.051,255,255,255
20678,0.103,255,255,255
20679,0.364,255,255,255
20680,0.017,255,255,255
20681,0.117,255,255,255
20682,0.001,255,255,255
20683,0.044,255,255,255
20684,0.350,255,255,255
20685,0.002,255,255,255
20686,0.002,255,255,255
20687,0.002,255,255,255
20688,0.001,255,255,255
20689,0.047,255,255,255
20690,0.015,255,255,255
20691,0.069,255,255,255
20692,0.034,255,255,255
20693,0.064,255,255,255
20694,0.092,255,255,255
20695,0.111,255,255,255
20696,0.030,255,255,255
20697,0.025,255,255,255
20698,0.032,255,255,255
20699,0.042,255,255,255
20700,0.135,255,255,255
20701,0.119,255,255,255
20702,0.049,255,255,255
20703,0.023,255,255,255
20704,0.303,255,255,255
20705,0.002,255,255,255
20706,0.033,255,255,255
20707,0.001,255,255,255
20708,0.052,255,255,255
20709,0.031,255,255,255
20710,0.068,255,255,255
20711,0.026,255,255,255
20712,0.068,255,255,255
20713,0.096,255,255,255
20714,0.106,255,255,255
20715,0.028,255,255,255
20716,0.035,255,255,255
20717,0.039,255,255,255
20718,0.046,255,255,255
20719,0.131,255,255,255
20720,0.053,255,255,255
20721,0.021,255,255,255
20722,0.027,255,255,255
20723,0.049,255,255,255
20724,0.023,255,255,255
20725,0.025,255,255,255
20726,0.001,255,255,255
20727,0.045,255,255,255
20728,0.019,255,255,255
20729,0.076,255,255,255
20730,0.023,255,255,255
20731,0.015,255,255,255
20732,0.062,255,255,255
20733,0.071,255,255,255
20734,0.002,255,255,255
20735,0.082,255,255,255
20736,0.035,255,255,255
20737,0.002,255,255,255
20738,0.135,255,255,255
20739,0.067,255,255,255
20740,0.002,255,255,255
20741,0.037,255,255,255
20742,0.056,255,255,255
20743,0.033,255,255,255
20744,0.028,255,255,255
20745,0.283,255,255,255
20746,0.001,255,255,255
20747,0.001,255,255,255
20748,0.001,255,255,255
20749,0.043,255,255,255
20750,0.026,255,255,255
20751,0.068,255,255,255
20752,0.026,255,255,255
20753,0.021,255,255,255
20754,0.067,255,255,255
20755,0.085,255,255,255
20756,0.109,255,255,255
20757,0.032,255,255,255
20758,0.030,255,255,255
20759,0.037,255,255,255
20760,0.106,255,255,255
20761,0.045,255,255,255
20762,0.062,255,255,255
20763,0.027,255,255,255
20764,0.001,255,255,255
20765,0.036,255,255,255
20766,0.261,255,255,255
20767,0.001,255,255,255
20768,0.078,255,255,255
20769,0.001,255,255,255
20770,0.079,255,255,255
20771,0.001,255,255,255
20772,0.037,255,255,255
20773,0.012,255,255,255
20774,0.085,255,255,255
20775,0.018,255,255,255
20776,0.070,255,255,255
20777,0.100,255,255,255
20778,0.097,255,255,255
20779,0.029,255,255,255
20780,0.025,255,255,255
20781,0.027,255,255,255
20782,0.077,255,255,255
20783,0.124,255,255,255
20784,0.039,255,255,255
20785,0.054,255,255,255
20786,0.030,255,255,255
20787,0.057,255,255,255
20788,0.039,255,255,255
20789,0.032,255,255,255
20790,0.257,255,255,255
20791,0.001,255,255,255
20792,0.007,255,255,255
20793,0.001,255,255,255
20794,0.036,255,255,255
20795,0.001,255,255,255
20796,0.002,255,255,255
20797,0.072,255,255,255
20798,0.024,255,255,255
20799,0.061,255,255,255
20800,0.081,255,255,255
20801,0.116,255,255,255
20802,0.033,255,255,255
20803,0.031,255,255,255
20804,0.034,255,255,255
20805,0.086,255,255,255
20806,0.118,255,255,255
20807,0.054,255,255,255
20808,0.025,255,255,255
20809,0.032,255,255,255
20810,0.029,255,255,255
20811,0.028,255,255,255
20812,0.017,255,255,255
20813,0.252,255,255,255
20814,0.001,255,255,255
20815,0.001,255,255,255
20816,0.001,255,255,255
20817,0.001,255,255,255
20818,0.001,255,255,255
20819,0.040,255,255,255
20820,0.099,255,255,255
20821,0.020,255,255,255
20822,0.043,255,255,255
20823,0.019,255,255,255
20824,0.104,255,255,255
20825,0.028,255,255,255
20826,0.025,255,255,255
20827,0.032,255,255,255
20828,0.002,255,255,255
20829,0.001,255,255,255
20830,0.118,255,255,255
20831,0.059,255,255,255
20832,0.034,255,255,255
20833,0.025,255,255,255
20834,0.040,255,255,255
20835,0.039,255,255,255
20836,0.015,255,255,255
20837,0.311,255,255,255
20838,0.023,255,255,255
20839,0.001,255,255,255
20840,0.050,255,255,255
20841,0.005,255,255,255
20842,0.001,255,255,255
20843,0.047,255,255,255
20844,0.024,255,255,255
20845,0.076,255,255,255
20846,0.027,255,255,255
20847,0.037,255,255,255
20848,0.016,255,255,255
20849,0.109,255,255,255
20850,0.032,255,255,255
20851,0.035,255,255,255
20852,0.036,255,255,255
20853,0.087,255,255,255
20854,0.132,255,255,255
20855,0.079,255,255,255
20856,0.060,255,255,255
20857,0.025,255,255,255
20858,0.092,255,255,255
20859,0.027,255,255,255
20860,0.020,255,255,255
20861,0.360,255,255,255
20862,0.001,255,255,255
20863,0.001,255,255,255
20864,0.005,255,255,255
20865,0.041,255,255,255
20866,0.034,255,255,255
20867,0.075,255,255,255
20868,0.034,255,255,255
20869,0.030,255,255,255
20870,0.026,255,255,255
20871,0.134,255,255,255
20872,0.044,255,255,255
20873,0.063,255,255,255
20874,0.049,255,255,255
20875,0.045,255,255,255
20876,0.109,255,255,255
20877,0.150,255,255,255
20878,0.034,255,255,255
20879,0.052,255,255,255
20880,0.035,255,255,255
20881,0.101,255,255,255
20882,0.024,255,255,255
20883,0.018,255,255,255
20884,0.349,255,255,255
20885,0.007,255,255,255
20886,0.001,255,255,255
20887,0.047,255,255,255
20888,0.030,255,255,255
20889,0.001,255,255,255
20890,0.087,255,255,255
20891,0.030,255,255,255
20892,0.050,255,255,255
20893,0.081,255,255,255
20894,0.114,255,255,255
20895,0.028,255,255,255
20896,0.067,255,255,255
20897,0.020,255,255,255
20898,0.025,255,255,255
20899,0.037,255,255,255
20900,0.145,255,255,255
20901,0.046,255,255,255
20902,0.020,255,255,255
20903,0.033,255,255,255
20904,0.066,255,255,255
20905,0.019,255,255,255
20906,0.369,255,255,255
20907,0.001,255,255,255
20908,0.002,255,255,255
20909,0.001,255,255,255
20910,0.036,255,255,255
20911,0.001,255,255,255
20912,0.025,255,255,255
20913,0.081,255,255,255
20914,0.026,255,255,255
20915,0.058,255,255,255
20916,0.071,255,255,255
20917,0.095,255,255,255
20918,0.028,255,255,255
20919,0.030,255,255,255
20920,0.032,255,255,255
20921,0.050,255,255,255
20922,0.109,255,255,255
20923,0.044,255,255,255
20924,0.049,255,255,255
20925,0.015,255,255,255
20926,0.062,255,255,255
20927,0.022,255,255,255
20928,0.364,255,255,255
20929,0.001,255,255,255
20930,0.002,255,255,255
20931,0.002,255,255,255
20932,0.001,255,255,255
20933,0.048,255,255,255
20934,0.025,255,255,255
20935,0.098,255,255,255
20936,0.026,255,255,255
20937,0.096,255,255,255
20938,0.056,255,255,255
20939,0.113,255,255,255
20940,0.033,255,255,255
20941,0.036,255,255,255
20942,0.038,255,255,255
20943,0.156,255,255,255
20944,0.002,255,255,255
20945,0.054,255,255,255
20946,0.056,255,255,255
20947,0.023,255,255,255
20948,0.041,255,255,255
20949,0.015,255,255,255
20950,0.268,255,255,255
20951,0.002,255,255,255
20952,0.001,255,255,255
20953,0.048,255,255,255
20954,0.002,255,255,255
20955,0.001,255,255,255
20956,0.027,255,255,255
20957,0.112,255,255,255
20958,0.031,255,255,255
20959,0.097,255,255,255
20960,0.047,255,255,255
20961,0.114,255,255,255
20962,0.034,255,255,255
20963,0.036,255,255,255
20964,0.037,255,255,255
20965,0.056,255,255,255
20966,0.132,255,255,255
20967,0.001,255,255,255
20968,0.046,255,255,255
20969,0.015,255,255,255
20970,0.026,255,255,255
20971,0.090,255,255,255
20972,0.024,255,255,255
20973,0.013,255,255,255
20974,0.267,255,255,255
20975,0.001,255,255,255
20976,0.001,255,255,255
20977,0.002,255,255,255
20978,0.042,255,255,255
20979,0.002,255,255,255
20980,0.001,255,255,255
20981,0.025,255,255,255
20982,0.100,255,255,255
20983,0.030,255,255,255
20984,0.082,255,255,255
20985,0.045,255,255,255
20986,0.115,255,255,255
20987,0.038,255,255,255
20988,0.046,255,255,255
20989,0.055,255,255,255
20990,0.068,255,255,255
20991,0.112,255,255,255
20992,0.038,255,255,255
20993,0.051,255,255,255
20994,0.017,255,255,255
20995,0.030,255,255,255
20996,0.044,255,255,255
20997,0.020,255,255,255
20998,0.015,255,255,255
20999,0.303,255,255,255
21000,0.023,255,255,255
21001,0.001,255,255,255
21002,0.049,255,255,255
21003,0.025,255,255,255
21004,0.097,255,255,255
21005,0.025,255,255,255
21006,0.056,255,255,255
21007,0.073,255,255,255
21008,0.108,255,255,255
21009,0.108,255,255,255
21010,0.117,255,255,255
21011,0.067,255,255,255
21012,0.037,255,255,255
21013,0.031,255,255,255
21014,0.036,255,255,255
21015,0.054,255,255,255
21016,0.014,255,255,255
21017,0.253,255,255,255
21018,0.001,255,255,255
21019,0.002,255,255,255
21020,0.001,255,255,255
21021,0.049,255,255,255
21022,0.001,255,255,255
21023,0.026,255,255,255
21024,0.090,255,255,255
21025,0.034,255,255,255
21026,0.081,255,255,255
21027,0.030,255,255,255
21028,0.094,255,255,255
21029,0.039,255,255,255
21030,0.047,255,255,255
21031,0.138,255,255,255
21032,0.058,255,255,255
21033,0.030,255,255,255
21034,0.055,255,255,255
21035,0.018,255,255,255
21036,0.001,255,255,255
21037,0.070,255,255,255
21038,0.017,255,255,255
21039,0.018,255,255,255
21040,0.304,255,255,255
21041,0.002,255,255,255
21042,0.001,255,255,255
21043,0.002,255,255,255
21044,0.027,255,255,255
21045,0.103,255,255,255
21046,0.029,255,255,255
21047,0.044,255,255,255
21048,0.071,255,255,255
21049,0.123,255,255,255
21050,0.091,255,255,255
21051,0.022,255,255,255
21052,0.054,255,255,255
21053,0.016,255,255,255
21054,0.071,255,255,255
21055,0.116,255,255,255
21056,0.062,255,255,255
21057,0.028,255,255,255
21058,0.037,255,255,255
21059,0.048,255,255,255
21060,0.028,255,255,255
21061,0.015,255,255,255
21062,0.293,255,255,255
21063,0.001,255,255,255
21064,0.002,255,255,255
21065,0.001,255,255,255
21066,0.001,255,255,255
21067,0.054,255,255,255
21068,0.031,255,255,255
21069,0.073,255,255,255
21070,0.039,255,255,255
21071,0.064,255,255,255
21072,0.032,255,255,255
21073,0.090,255,255,255
21074,0.014,255,255,255
21075,0.020,255,255,255
21076,0.042,255,255,255
21077,0.076,255,255,255
21078,0.117,255,255,255
21079,0.061,255,255,255
21080,0.034,255,255,255
21081,0.063,255,255,255
21082,0.027,255,255,255
21083,0.001,255,255,255
21084,0.001,255,255,255
21085,0.047,255,255,255
21086,0.026,255,255,255
21087,0.023,255,255,255
21088,0.240,255,255,255
21089,0.001,255,255,255
21090,0.001,255,255,255
21091,0.035,255,255,255
21092,0.034,255,255,255
21093,0.065,255,255,255
21094,0.056,255,255,255
21095,0.002,255,255,255
21096,0.065,255,255,255
21097,0.036,255,255,255
21098,0.080,255,255,255
21099,0.138,255,255,255
21100,0.063,255,255,255
21101,0.002,255,255,255
21102,0.002,255,255,255
21103,0.026,255,255,255
21104,0.036,255,255,255
21105,0.049,255,255,255
21106,0.028,255,255,255
21107,0.020,255,255,255
21108,0.269,255,255,255
21109,0.001,255,255,255
21110,0.001,255,255,255
21111,0.001,255,255,255
21112,0.039,255,255,255
21113,0.001,255,255,255
21114,0.006,255,255,255
21115,0.098,255,255,255
21116,0.035,255,255,255
21117,0.058,255,255,255
21118,0.052,255,255,255
21119,0.146,255,255,255
21120,0.084,255,255,255
21121,0.017,255,255,255
21122,0.014,255,255,255
21123,0.034,255,255,255
21124,0.099,255,255,255
21125,0.130,255,255,255
21126,0.059,255,255,255
21127,0.018,255,255,255
21128,0.036,255,255,255
21129,0.069,255,255,255
21130,0.023,255,255,255
21131,0.022,255,255,255
21132,0.310,255,255,255
21133,0.001,255,255,255
21134,0.001,255,255,255
21135,0.010,255,255,255
21136,0.103,255,255,255
21137,0.028,255,255,255
21138,0.060,255,255,255
21139,0.065,255,255,255
21140,0.171,255,255,255
21141,0.035,255,255,255
21142,0.041,255,255,255
21143,0.112,255,255,255
21144,0.154,255,255,255
21145,0.039,255,255,255
21146,0.056,255,255,255
21147,0.018,255,255,255
21148,0.035,255,255,255
21149,0.068,255,255,255
21150,0.028,255,255,255
21151,0.017,255,255,255
21152,0.364,255,255,255
21153,0.024,255,255,255
21154,0.001,255,255,255
21155,0.001,255,255,255
21156,0.002,255,255,255
21157,0.001,255,255,255
21158,0.043,255,255,255
21159,0.010,255,255,255
21160,0.099,255,255,255
21161,0.038,255,255,255
21162,0.056,255,255,255
21163,0.056,255,255,255
21164,0.166,255,255,255
21165,0.034,255,255,255
21166,0.121,255,255,255
21167,0.157,255,255,255
21168,0.069,255,255,255
21169,0.031,255,255,255
21170,0.054,255,255,255
21171,0.028,255,255,255
21172,0.124,255,255,255
21173,0.026,255,255,255
21174,0.080,255,255,255
21175,0.069,255,255,255
21176,0.018,255,255,255
21177,0.126,255,255,255
21178,0.043,255,255,255
21179,0.028,255,255,255
21180,0.002,255,255,255
21181,0.016,255,255,255
21182,0.028,255,255,255
21183,0.101,255,255,255
21184,0.030,255,255,255
21185,0.049,255,255,255
21186,0.143,255,255,255
21187,0.082,255,255,255
21188,0.051,255,255,255
21189,0.114,255,255,255
21190,0.138,255,255,255
21191,0.067,255,255,255
21192,0.040,255,255,255
21193,0.028,255,255,255
21194,0.051,255,255,255
21195,0.025,255,255,255
21196,0.020,255,255,255
21197,0.308,255,255,255
21198,0.128,255,255,255
21199,0.001,255,255,255
21200,0.001,255,255,255
21201,0.022,255,255,255
21202,0.038,255,255,255
21203,0.103,255,255,255
21204,0.033,255,255,255
21205,0.022,255,255,255
21206,0.147,255,255,255
21207,0.041,255,255,255
21208,0.123,255,255,255
21209,0.144,255,255,255
21210,0.068,255,255,255
21211,0.042,255,255,255
21212,0.078,255,255,255
21213,0.038,255,255,255
21214,0.037,255,255,255
21215,0.228,255,255,255
21216,0.001,255,255,255
21217,0.001,255,255,255
21218,0.001,255,255,255
21219,0.059,255,255,255
21220,0.002,255,255,255
21221,0.002,255,255,255
21222,0.001,255,255,255
21223,0.047,255,255,255
21224,0.022,255,255,255
21225,0.001,255,255,255
21226,0.035,255,255,255
21227,0.038,255,255,255
21228,0.002,255,255,255
21229,0.016,255,255,255
21230,0.063,255,255,255
21231,0.038,255,255,255
21232,0.172,255,255,255
21233,0.047,255,255,255
21234,0.219,255,255,255
21235,0.039,255,255,255
21236,0.017,255,255,255
21237,0.080,255,255,255
21238,0.031,255,255,255
21239,0.027,255,255,255
21240,0.025,255,255,255
21241,0.217,255,255,255
21242,0.041,255,255,255
21243,0.001,255,255,255
21244,0.002,255,255,255
21245,0.001,255,255,255
21246,0.052,255,255,255
21247,0.025,255,255,255
21248,0.127,255,255,255
21249,0.038,255,255,255
21250,0.043,255,255,255
21251,0.052,255,255,255
21252,0.024,255,255,255
21253,0.165,255,255,255
21254,0.059,255,255,255
21255,0.159,255,255,255
21256,0.040,255,255,255
21257,0.016,255,255,255
21258,0.029,255,255,255
21259,0.064,255,255,255
21260,0.040,255,255,255
21261,0.027,255,255,255
21262,0.265,255,255,255
21263,0.002,255,255,255
21264,0.048,255,255,255
21265,0.016,255,255,255
21266,0.029,255,255,255
21267,0.052,255,255,255
21268,0.001,255,255,255
21269,0.044,255,255,255
21270,0.146,255,255,255
21271,0.015,255,255,255
21272,0.038,255,255,255
21273,0.149,255,255,255
21274,0.011,255,255,255
21275,0.027,255,255,255
21276,0.040,255,255,255
21277,0.001,255,255,255
21278,0.025,255,255,255
21279,0.024,255,255,255
21280,0.214,255,255,255
21281,0.001,255,255,255
21282,0.083,255,255,255
21283,0.001,255,255,255
21284,0.023,255,255,255
21285,0.039,255,255,255
21286,0.001,255,255,255
21287,0.034,255,255,255
21288,0.034,255,255,255
21289,0.038,255,255,255
21290,0.018,255,255,255
21291,0.145,255,255,255
21292,0.016,255,255,255
21293,0.037,255,255,255
21294,0.128,255,255,255
21295,0.002,255,255,255
21296,0.014,255,255,255
21297,0.032,255,255,255
21298,0.059,255,255,255
21299,0.026,255,255,255
21300,0.027,255,255,255
21301,0.206,255,255,255
21302,0.023,255,255,255
21303,0.096,255,255,255
21304,0.002,255,255,255
21305,0.042,255,255,255
21306,0.021,255,255,255
21307,0.063,255,255,255
21308,0.035,255,255,255
21309,0.037,255,255,255
21310,0.026,255,255,255
21311,0.139,255,255,255
21312,0.011,255,255,255
21313,0.035,255,255,255
21314,0.139,255,255,255
21315,0.039,255,255,255
21316,0.025,255,255,255
21317,0.028,255,255,255
21318,0.055,255,255,255
21319,0.023,255,255,255
21320,0.021,255,255,255
21321,0.252,255,255,255
21322,0.033,255,255,255
21323,0.001,255,255,255
21324,0.001,255,255,255
21325,0.053,255,255,255
21326,0.021,255,255,255
21327,0.001,255,255,255
21328,0.034,255,255,255
21329,0.029,255,255,255
21330,0.037,255,255,255
21331,0.165,255,255,255
21332,0.018,255,255,255
21333,0.052,255,255,255
21334,0.149,255,255,255
21335,0.036,255,255,255
21336,0.020,255,255,255
21337,0.034,255,255,255
21338,0.050,255,255,255
21339,0.030,255,255,255
21340,0.031,255,255,255
21341,0.001,255,255,255
21342,0.253,255,255,255
21343,0.001,255,255,255
21344,0.037,255,255,255
21345,0.015,255,255,255
21346,0.047,255,255,255
21347,0.035,255,255,255
21348,0.050,255,255,255
21349,0.061,255,255,255
21350,0.021,255,255,255
21351,0.036,255,255,255
21352,0.127,255,255,255
21353,0.015,255,255,255
21354,0.024,255,255,255
21355,0.042,255,255,255
21356,0.022,255,255,255
21357,0.027,255,255,255
21358,0.228,255,255,255
21359,0.001,255,255,255
21360,0.001,255,255,255
21361,0.023,255,255,255
21362,0.043,255,255,255
21363,0.046,255,255,255
21364,0.034,255,255,255
21365,0.063,255,255,255
21366,0.002,255,255,255
21367,0.030,255,255,255
21368,0.039,255,255,255
21369,0.153,255,255,255
21370,0.039,255,255,255
21371,0.029,255,255,255
21372,0.032,255,255,255
21373,0.054,255,255,255
21374,0.030,255,255,255
21375,0.024,255,255,255
21376,0.220,255,255,255
21377,0.001,255,255,255
21378,0.001,255,255,255
21379,0.001,255,255,255
21380,0.056,255,255,255
21381,0.022,255,255,255
21382,0.002,255,255,255
21383,0.039,255,255,255
21384,0.001,255,255,255
21385,0.075,255,255,255
21386,0.067,255,255,255
21387,0.088,255,255,255
21388,0.023,255,255,255
21389,0.157,255,255,255
21390,0.039,255,255,255
21391,0.158,255,255,255
21392,0.039,255,255,255
