 ,Area,Mean,Min,Max
5159,0.005,255,255,255
5160,0.005,255,255,255
5161,0.005,255,255,255
5162,0.002,255,255,255
5163,0.010,255,255,255
5164,0.003,255,255,255
5165,0.007,255,255,255
5166,0.003,255,255,255
5167,0.008,255,255,255
5168,0.001,255,255,255
5169,0.006,255,255,255
5170,0.001,255,255,255
5171,0.007,255,255,255
5172,0.009,255,255,255
5173,0.005,255,255,255
5174,0.007,255,255,255
5175,0.002,255,255,255
5176,0.003,255,255,255
5177,0.004,255,255,255
5178,0.007,255,255,255
5179,0.006,255,255,255
5180,0.007,255,255,255
5181,0.006,255,255,255
5182,0.009,255,255,255
5183,0.005,255,255,255
5184,0.003,255,255,255
5185,0.007,255,255,255
5186,0.005,255,255,255
5187,0.005,255,255,255
5188,0.009,255,255,255
5189,0.010,255,255,255
5190,0.008,255,255,255
5191,0.003,255,255,255
5192,0.006,255,255,255
5193,0.003,255,255,255
5194,0.008,255,255,255
5195,0.003,255,255,255
5196,0.001,255,255,255
5197,0.012,255,255,255
5198,0.005,255,255,255
5199,0.003,255,255,255
5200,0.010,255,255,255
5201,0.001,255,255,255
5202,0.003,255,255,255
5203,0.006,255,255,255
5204,0.002,255,255,255
5205,0.006,255,255,255
5206,0.005,255,255,255
5207,0.001,255,255,255
5208,0.006,255,255,255
5209,0.001,255,255,255
5210,0.007,255,255,255
5211,0.005,255,255,255
5212,0.004,255,255,255
5213,0.006,255,255,255
5214,0.004,255,255,255
5215,0.005,255,255,255
5216,0.007,255,255,255
5217,0.005,255,255,255
5218,0.006,255,255,255
5219,0.003,255,255,255
5220,0.005,255,255,255
5221,0.006,255,255,255
5222,0.005,255,255,255
5223,0.006,255,255,255
5224,0.004,255,255,255
5225,0.006,255,255,255
5226,0.003,255,255,255
5227,0.005,255,255,255
5228,0.001,255,255,255
5229,0.006,255,255,255
5230,0.005,255,255,255
5231,0.005,255,255,255
5232,0.004,255,255,255
5233,0.005,255,255,255
5234,0.005,255,255,255
5235,0.003,255,255,255
5236,0.004,255,255,255
5237,0.005,255,255,255
5238,0.004,255,255,255
5239,0.003,255,255,255
5240,0.006,255,255,255
5241,0.006,255,255,255
5242,0.007,255,255,255
5243,0.004,255,255,255
5244,0.005,255,255,255
5245,0.004,255,255,255
5246,0.004,255,255,255
5247,0.006,255,255,255
5248,0.001,255,255,255
5249,0.003,255,255,255
5250,0.001,255,255,255
5251,0.002,255,255,255
5252,0.005,255,255,255
5253,0.005,255,255,255
5254,0.005,255,255,255
5255,0.002,255,255,255
5256,0.011,255,255,255
5257,0.007,255,255,255
5258,0.003,255,255,255
5259,0.004,255,255,255
5260,0.008,255,255,255
5261,0.001,255,255,255
5262,0.006,255,255,255
5263,0.007,255,255,255
5264,0.008,255,255,255
5265,0.005,255,255,255
5266,0.007,255,255,255
5267,0.002,255,255,255
5268,0.003,255,255,255
5269,0.004,255,255,255
5270,0.008,255,255,255
5271,0.006,255,255,255
5272,0.007,255,255,255
5273,0.006,255,255,255
5274,0.009,255,255,255
5275,0.005,255,255,255
5276,0.003,255,255,255
5277,0.006,255,255,255
5278,0.005,255,255,255
5279,0.005,255,255,255
5280,0.004,255,255,255
5281,0.009,255,255,255
5282,0.005,255,255,255
5283,0.008,255,255,255
5284,0.003,255,255,255
5285,0.006,255,255,255
5286,0.003,255,255,255
5287,0.001,255,255,255
5288,0.008,255,255,255
5289,0.002,255,255,255
5290,0.003,255,255,255
5291,0.012,255,255,255
5292,0.005,255,255,255
5293,0.003,255,255,255
5294,0.010,255,255,255
5295,0.003,255,255,255
5296,0.006,255,255,255
5297,0.003,255,255,255
5298,0.006,255,255,255
5299,0.005,255,255,255
5300,0.002,255,255,255
5301,0.006,255,255,255
5302,0.007,255,255,255
5303,0.005,255,255,255
5304,0.006,255,255,255
5305,0.004,255,255,255
5306,0.005,255,255,255
5307,0.007,255,255,255
5308,0.005,255,255,255
5309,0.005,255,255,255
5310,0.003,255,255,255
5311,0.005,255,255,255
5312,0.005,255,255,255
5313,0.005,255,255,255
5314,0.006,255,255,255
5315,0.005,255,255,255
5316,0.006,255,255,255
5317,0.003,255,255,255
5318,0.001,255,255,255
5319,0.010,255,255,255
5320,0.001,255,255,255
5321,0.007,255,255,255
5322,0.005,255,255,255
5323,0.004,255,255,255
5324,0.005,255,255,255
5325,0.005,255,255,255
5326,0.003,255,255,255
5327,0.005,255,255,255
5328,0.005,255,255,255
5329,0.004,255,255,255
5330,0.003,255,255,255
5331,0.006,255,255,255
5332,0.006,255,255,255
5333,0.007,255,255,255
5334,0.006,255,255,255
5335,0.004,255,255,255
5336,0.004,255,255,255
5337,0.006,255,255,255
5338,0.001,255,255,255
5339,0.003,255,255,255
5340,0.001,255,255,255
5341,0.002,255,255,255
5342,0.006,255,255,255
5343,0.005,255,255,255
5344,0.005,255,255,255
5345,0.002,255,255,255
5346,0.011,255,255,255
5347,0.007,255,255,255
5348,0.003,255,255,255
5349,0.004,255,255,255
5350,0.008,255,255,255
5351,0.001,255,255,255
5352,0.006,255,255,255
5353,0.007,255,255,255
5354,0.009,255,255,255
5355,0.005,255,255,255
5356,0.007,255,255,255
5357,0.003,255,255,255
5358,0.003,255,255,255
5359,0.004,255,255,255
5360,0.008,255,255,255
5361,0.007,255,255,255
5362,0.007,255,255,255
5363,0.007,255,255,255
5364,0.005,255,255,255
5365,0.003,255,255,255
5366,0.007,255,255,255
5367,0.005,255,255,255
5368,0.005,255,255,255
5369,0.009,255,255,255
5370,0.008,255,255,255
5371,0.003,255,255,255
5372,0.006,255,255,255
5373,0.003,255,255,255
5374,0.008,255,255,255
5375,0.002,255,255,255
5376,0.003,255,255,255
5377,0.003,255,255,255
5378,0.008,255,255,255
5379,0.005,255,255,255
5380,0.003,255,255,255
5381,0.010,255,255,255
5382,0.001,255,255,255
5383,0.003,255,255,255
5384,0.006,255,255,255
5385,0.003,255,255,255
5386,0.006,255,255,255
5387,0.005,255,255,255
5388,0.006,255,255,255
5389,0.007,255,255,255
5390,0.005,255,255,255
5391,0.004,255,255,255
5392,0.006,255,255,255
5393,0.004,255,255,255
5394,0.005,255,255,255
5395,0.008,255,255,255
5396,0.005,255,255,255
5397,0.006,255,255,255
5398,0.003,255,255,255
5399,0.005,255,255,255
5400,0.006,255,255,255
5401,0.006,255,255,255
5402,0.007,255,255,255
5403,0.005,255,255,255
5404,0.006,255,255,255
5405,0.003,255,255,255
5406,0.009,255,255,255
5407,0.001,255,255,255
5408,0.007,255,255,255
5409,0.006,255,255,255
5410,0.004,255,255,255
5411,0.005,255,255,255
5412,0.005,255,255,255
5413,0.003,255,255,255
5414,0.005,255,255,255
5415,0.005,255,255,255
5416,0.007,255,255,255
5417,0.001,255,255,255
5418,0.006,255,255,255
5419,0.007,255,255,255
5420,0.004,255,255,255
5421,0.006,255,255,255
5422,0.004,255,255,255
5423,0.004,255,255,255
5424,0.006,255,255,255
5425,0.001,255,255,255
5426,0.001,255,255,255
5427,0.003,255,255,255
5428,0.002,255,255,255
5429,0.002,255,255,255
5430,0.006,255,255,255
5431,0.005,255,255,255
5432,0.002,255,255,255
5433,0.011,255,255,255
5434,0.007,255,255,255
5435,0.003,255,255,255
5436,0.004,255,255,255
5437,0.008,255,255,255
5438,0.006,255,255,255
5439,0.007,255,255,255
5440,0.009,255,255,255
5441,0.005,255,255,255
5442,0.003,255,255,255
5443,0.008,255,255,255
5444,0.003,255,255,255
5445,0.005,255,255,255
5446,0.008,255,255,255
5447,0.006,255,255,255
5448,0.007,255,255,255
5449,0.007,255,255,255
5450,0.005,255,255,255
5451,0.009,255,255,255
5452,0.003,255,255,255
5453,0.008,255,255,255
5454,0.005,255,255,255
5455,0.012,255,255,255
5456,0.005,255,255,255
5457,0.010,255,255,255
5458,0.008,255,255,255
5459,0.003,255,255,255
5460,0.006,255,255,255
5461,0.009,255,255,255
5462,0.003,255,255,255
5463,0.002,255,255,255
5464,0.013,255,255,255
5465,0.005,255,255,255
5466,0.003,255,255,255
5467,0.011,255,255,255
5468,0.001,255,255,255
5469,0.004,255,255,255
5470,0.006,255,255,255
5471,0.003,255,255,255
5472,0.006,255,255,255
5473,0.005,255,255,255
5474,0.006,255,255,255
5475,0.007,255,255,255
5476,0.005,255,255,255
5477,0.007,255,255,255
5478,0.005,255,255,255
5479,0.008,255,255,255
5480,0.005,255,255,255
5481,0.005,255,255,255
5482,0.006,255,255,255
5483,0.004,255,255,255
5484,0.005,255,255,255
5485,0.006,255,255,255
5486,0.006,255,255,255
5487,0.007,255,255,255
5488,0.005,255,255,255
5489,0.006,255,255,255
5490,0.003,255,255,255
5491,0.010,255,255,255
5492,0.001,255,255,255
5493,0.007,255,255,255
5494,0.006,255,255,255
5495,0.004,255,255,255
5496,0.005,255,255,255
5497,0.005,255,255,255
5498,0.003,255,255,255
5499,0.005,255,255,255
5500,0.005,255,255,255
5501,0.005,255,255,255
5502,0.005,255,255,255
5503,0.010,255,255,255
5504,0.007,255,255,255
5505,0.001,255,255,255
5506,0.006,255,255,255
5507,0.007,255,255,255
5508,0.004,255,255,255
5509,0.006,255,255,255
5510,0.004,255,255,255
5511,0.006,255,255,255
5512,0.001,255,255,255
5513,0.003,255,255,255
5514,0.002,255,255,255
5515,0.002,255,255,255
5516,0.006,255,255,255
5517,0.006,255,255,255
5518,0.002,255,255,255
5519,0.011,255,255,255
5520,0.003,255,255,255
5521,0.007,255,255,255
5522,0.004,255,255,255
5523,0.008,255,255,255
5524,0.006,255,255,255
5525,0.007,255,255,255
5526,0.009,255,255,255
5527,0.006,255,255,255
5528,0.008,255,255,255
5529,0.003,255,255,255
5530,0.003,255,255,255
5531,0.005,255,255,255
5532,0.008,255,255,255
5533,0.007,255,255,255
5534,0.007,255,255,255
5535,0.007,255,255,255
5536,0.006,255,255,255
5537,0.004,255,255,255
5538,0.009,255,255,255
5539,0.007,255,255,255
5540,0.005,255,255,255
5541,0.005,255,255,255
5542,0.010,255,255,255
5543,0.010,255,255,255
5544,0.008,255,255,255
5545,0.003,255,255,255
5546,0.006,255,255,255
5547,0.009,255,255,255
5548,0.002,255,255,255
5549,0.003,255,255,255
5550,0.012,255,255,255
5551,0.005,255,255,255
5552,0.003,255,255,255
5553,0.011,255,255,255
5554,0.002,255,255,255
5555,0.004,255,255,255
5556,0.008,255,255,255
5557,0.003,255,255,255
5558,0.007,255,255,255
5559,0.006,255,255,255
5560,0.006,255,255,255
5561,0.001,255,255,255
5562,0.007,255,255,255
5563,0.005,255,255,255
5564,0.005,255,255,255
5565,0.007,255,255,255
5566,0.005,255,255,255
5567,0.008,255,255,255
5568,0.005,255,255,255
5569,0.005,255,255,255
5570,0.006,255,255,255
5571,0.003,255,255,255
5572,0.005,255,255,255
5573,0.006,255,255,255
5574,0.006,255,255,255
5575,0.007,255,255,255
5576,0.005,255,255,255
5577,0.006,255,255,255
5578,0.003,255,255,255
5579,0.001,255,255,255
5580,0.006,255,255,255
5581,0.008,255,255,255
5582,0.010,255,255,255
5583,0.001,255,255,255
5584,0.007,255,255,255
5585,0.006,255,255,255
5586,0.004,255,255,255
5587,0.005,255,255,255
5588,0.005,255,255,255
5589,0.004,255,255,255
5590,0.005,255,255,255
5591,0.005,255,255,255
5592,0.005,255,255,255
5593,0.004,255,255,255
5594,0.010,255,255,255
5595,0.002,255,255,255
5596,0.007,255,255,255
5597,0.001,255,255,255
5598,0.001,255,255,255
5599,0.007,255,255,255
5600,0.007,255,255,255
5601,0.004,255,255,255
5602,0.006,255,255,255
5603,0.004,255,255,255
5604,0.001,255,255,255
5605,0.006,255,255,255
5606,0.001,255,255,255
5607,0.001,255,255,255
5608,0.001,255,255,255
5609,0.001,255,255,255
5610,0.003,255,255,255
5611,0.002,255,255,255
5612,0.002,255,255,255
5613,0.006,255,255,255
5614,0.006,255,255,255
5615,0.002,255,255,255
5616,0.011,255,255,255
5617,0.003,255,255,255
5618,0.008,255,255,255
5619,0.004,255,255,255
5620,0.008,255,255,255
5621,0.006,255,255,255
5622,0.009,255,255,255
5623,0.005,255,255,255
5624,0.005,255,255,255
5625,0.003,255,255,255
5626,0.008,255,255,255
5627,0.003,255,255,255
5628,0.006,255,255,255
5629,0.008,255,255,255
5630,0.007,255,255,255
5631,0.007,255,255,255
5632,0.007,255,255,255
5633,0.006,255,255,255
5634,0.010,255,255,255
5635,0.004,255,255,255
5636,0.007,255,255,255
5637,0.005,255,255,255
5638,0.005,255,255,255
5639,0.010,255,255,255
5640,0.010,255,255,255
5641,0.008,255,255,255
5642,0.003,255,255,255
5643,0.006,255,255,255
5644,0.003,255,255,255
5645,0.008,255,255,255
5646,0.002,255,255,255
5647,0.003,255,255,255
5648,0.013,255,255,255
5649,0.006,255,255,255
5650,0.003,255,255,255
5651,0.010,255,255,255
5652,0.002,255,255,255
5653,0.004,255,255,255
5654,0.007,255,255,255
5655,0.001,255,255,255
5656,0.003,255,255,255
5657,0.007,255,255,255
5658,0.006,255,255,255
5659,0.006,255,255,255
5660,0.007,255,255,255
5661,0.005,255,255,255
5662,0.007,255,255,255
5663,0.005,255,255,255
5664,0.008,255,255,255
5665,0.005,255,255,255
5666,0.005,255,255,255
5667,0.006,255,255,255
5668,0.003,255,255,255
5669,0.005,255,255,255
5670,0.006,255,255,255
5671,0.006,255,255,255
5672,0.007,255,255,255
5673,0.005,255,255,255
5674,0.007,255,255,255
5675,0.003,255,255,255
5676,0.010,255,255,255
5677,0.001,255,255,255
5678,0.007,255,255,255
5679,0.006,255,255,255
5680,0.004,255,255,255
5681,0.005,255,255,255
5682,0.005,255,255,255
5683,0.004,255,255,255
5684,0.005,255,255,255
5685,0.005,255,255,255
5686,0.004,255,255,255
5687,0.007,255,255,255
5688,0.001,255,255,255
5689,0.001,255,255,255
5690,0.007,255,255,255
5691,0.007,255,255,255
5692,0.004,255,255,255
5693,0.006,255,255,255
5694,0.004,255,255,255
5695,0.004,255,255,255
5696,0.001,255,255,255
5697,0.006,255,255,255
5698,0.001,255,255,255
5699,0.001,255,255,255
5700,0.001,255,255,255
5701,0.003,255,255,255
5702,0.002,255,255,255
5703,0.002,255,255,255
5704,0.006,255,255,255
5705,0.006,255,255,255
5706,0.003,255,255,255
5707,0.011,255,255,255
5708,0.008,255,255,255
5709,0.003,255,255,255
5710,0.004,255,255,255
5711,0.008,255,255,255
5712,0.001,255,255,255
5713,0.007,255,255,255
5714,0.008,255,255,255
5715,0.009,255,255,255
5716,0.005,255,255,255
5717,0.003,255,255,255
5718,0.008,255,255,255
5719,0.004,255,255,255
5720,0.006,255,255,255
5721,0.008,255,255,255
5722,0.007,255,255,255
5723,0.007,255,255,255
5724,0.007,255,255,255
5725,0.006,255,255,255
5726,0.010,255,255,255
5727,0.004,255,255,255
5728,0.008,255,255,255
5729,0.005,255,255,255
5730,0.005,255,255,255
5731,0.010,255,255,255
5732,0.012,255,255,255
5733,0.001,255,255,255
5734,0.008,255,255,255
5735,0.003,255,255,255
5736,0.006,255,255,255
5737,0.003,255,255,255
5738,0.008,255,255,255
5739,0.003,255,255,255
5740,0.002,255,255,255
5741,0.013,255,255,255
5742,0.005,255,255,255
5743,0.003,255,255,255
5744,0.011,255,255,255
5745,0.002,255,255,255
5746,0.004,255,255,255
5747,0.007,255,255,255
5748,0.003,255,255,255
5749,0.007,255,255,255
5750,0.006,255,255,255
5751,0.006,255,255,255
5752,0.008,255,255,255
5753,0.005,255,255,255
5754,0.005,255,255,255
5755,0.007,255,255,255
5756,0.005,255,255,255
5757,0.008,255,255,255
5758,0.005,255,255,255
5759,0.006,255,255,255
5760,0.004,255,255,255
5761,0.006,255,255,255
5762,0.006,255,255,255
5763,0.007,255,255,255
5764,0.005,255,255,255
5765,0.007,255,255,255
5766,0.003,255,255,255
5767,0.001,255,255,255
5768,0.001,255,255,255
5769,0.010,255,255,255
5770,0.001,255,255,255
5771,0.007,255,255,255
5772,0.006,255,255,255
5773,0.004,255,255,255
5774,0.005,255,255,255
5775,0.005,255,255,255
5776,0.004,255,255,255
5777,0.005,255,255,255
5778,0.005,255,255,255
5779,0.005,255,255,255
5780,0.004,255,255,255
5781,0.007,255,255,255
5782,0.001,255,255,255
5783,0.001,255,255,255
5784,0.007,255,255,255
5785,0.001,255,255,255
5786,0.008,255,255,255
5787,0.004,255,255,255
5788,0.007,255,255,255
5789,0.008,255,255,255
5790,0.004,255,255,255
5791,0.006,255,255,255
5792,0.001,255,255,255
5793,0.003,255,255,255
5794,0.002,255,255,255
5795,0.006,255,255,255
5796,0.006,255,255,255
5797,0.003,255,255,255
5798,0.012,255,255,255
5799,0.007,255,255,255
5800,0.003,255,255,255
5801,0.004,255,255,255
5802,0.009,255,255,255
5803,0.001,255,255,255
5804,0.007,255,255,255
5805,0.008,255,255,255
5806,0.009,255,255,255
5807,0.006,255,255,255
5808,0.005,255,255,255
5809,0.008,255,255,255
5810,0.003,255,255,255
5811,0.003,255,255,255
5812,0.005,255,255,255
5813,0.008,255,255,255
5814,0.007,255,255,255
5815,0.007,255,255,255
5816,0.007,255,255,255
5817,0.006,255,255,255
5818,0.009,255,255,255
5819,0.004,255,255,255
5820,0.008,255,255,255
5821,0.006,255,255,255
5822,0.010,255,255,255
5823,0.005,255,255,255
5824,0.011,255,255,255
5825,0.008,255,255,255
5826,0.003,255,255,255
5827,0.007,255,255,255
5828,0.003,255,255,255
5829,0.009,255,255,255
5830,0.002,255,255,255
5831,0.004,255,255,255
5832,0.013,255,255,255
5833,0.006,255,255,255
5834,0.004,255,255,255
5835,0.011,255,255,255
5836,0.001,255,255,255
5837,0.002,255,255,255
5838,0.004,255,255,255
5839,0.008,255,255,255
5840,0.003,255,255,255
5841,0.007,255,255,255
5842,0.006,255,255,255
5843,0.006,255,255,255
5844,0.008,255,255,255
5845,0.001,255,255,255
5846,0.005,255,255,255
5847,0.007,255,255,255
5848,0.005,255,255,255
5849,0.008,255,255,255
5850,0.005,255,255,255
5851,0.006,255,255,255
5852,0.004,255,255,255
5853,0.006,255,255,255
5854,0.006,255,255,255
5855,0.007,255,255,255
5856,0.005,255,255,255
5857,0.007,255,255,255
5858,0.003,255,255,255
5859,0.006,255,255,255
5860,0.009,255,255,255
5861,0.010,255,255,255
5862,0.001,255,255,255
5863,0.007,255,255,255
5864,0.006,255,255,255
5865,0.004,255,255,255
5866,0.005,255,255,255
5867,0.005,255,255,255
5868,0.004,255,255,255
5869,0.005,255,255,255
5870,0.005,255,255,255
5871,0.005,255,255,255
5872,0.005,255,255,255
5873,0.003,255,255,255
5874,0.010,255,255,255
5875,0.007,255,255,255
5876,0.001,255,255,255
5877,0.001,255,255,255
5878,0.007,255,255,255
5879,0.001,255,255,255
5880,0.008,255,255,255
5881,0.004,255,255,255
5882,0.007,255,255,255
5883,0.004,255,255,255
5884,0.001,255,255,255
5885,0.006,255,255,255
5886,0.001,255,255,255
5887,0.003,255,255,255
5888,0.002,255,255,255
5889,0.002,255,255,255
5890,0.006,255,255,255
5891,0.006,255,255,255
5892,0.003,255,255,255
5893,0.012,255,255,255
5894,0.008,255,255,255
5895,0.004,255,255,255
5896,0.008,255,255,255
5897,0.002,255,255,255
5898,0.007,255,255,255
5899,0.010,255,255,255
5900,0.006,255,255,255
5901,0.005,255,255,255
5902,0.008,255,255,255
5903,0.003,255,255,255
5904,0.003,255,255,255
5905,0.006,255,255,255
5906,0.009,255,255,255
5907,0.007,255,255,255
5908,0.008,255,255,255
5909,0.008,255,255,255
5910,0.006,255,255,255
5911,0.009,255,255,255
5912,0.004,255,255,255
5913,0.008,255,255,255
5914,0.006,255,255,255
5915,0.010,255,255,255
5916,0.006,255,255,255
5917,0.011,255,255,255
5918,0.002,255,255,255
5919,0.009,255,255,255
5920,0.003,255,255,255
5921,0.006,255,255,255
5922,0.009,255,255,255
5923,0.002,255,255,255
5924,0.003,255,255,255
5925,0.013,255,255,255
5926,0.006,255,255,255
5927,0.004,255,255,255
5928,0.011,255,255,255
5929,0.002,255,255,255
5930,0.004,255,255,255
5931,0.007,255,255,255
5932,0.003,255,255,255
5933,0.007,255,255,255
5934,0.006,255,255,255
5935,0.001,255,255,255
5936,0.006,255,255,255
5937,0.006,255,255,255
5938,0.008,255,255,255
5939,0.007,255,255,255
5940,0.001,255,255,255
5941,0.005,255,255,255
5942,0.009,255,255,255
5943,0.005,255,255,255
5944,0.006,255,255,255
5945,0.004,255,255,255
5946,0.006,255,255,255
5947,0.006,255,255,255
5948,0.008,255,255,255
5949,0.005,255,255,255
5950,0.007,255,255,255
5951,0.003,255,255,255
5952,0.006,255,255,255
5953,0.008,255,255,255
5954,0.010,255,255,255
5955,0.007,255,255,255
5956,0.004,255,255,255
5957,0.006,255,255,255
5958,0.005,255,255,255
5959,0.005,255,255,255
5960,0.004,255,255,255
5961,0.005,255,255,255
5962,0.005,255,255,255
5963,0.005,255,255,255
5964,0.007,255,255,255
5965,0.002,255,255,255
5966,0.001,255,255,255
5967,0.007,255,255,255
5968,0.001,255,255,255
5969,0.008,255,255,255
5970,0.005,255,255,255
5971,0.007,255,255,255
5972,0.004,255,255,255
5973,0.006,255,255,255
5974,0.001,255,255,255
5975,0.006,255,255,255
5976,0.003,255,255,255
5977,0.002,255,255,255
5978,0.002,255,255,255
5979,0.006,255,255,255
5980,0.006,255,255,255
5981,0.012,255,255,255
5982,0.008,255,255,255
5983,0.005,255,255,255
5984,0.009,255,255,255
5985,0.002,255,255,255
5986,0.007,255,255,255
5987,0.008,255,255,255
5988,0.010,255,255,255
5989,0.006,255,255,255
5990,0.008,255,255,255
5991,0.003,255,255,255
5992,0.003,255,255,255
5993,0.007,255,255,255
5994,0.009,255,255,255
5995,0.007,255,255,255
5996,0.008,255,255,255
5997,0.007,255,255,255
5998,0.006,255,255,255
5999,0.009,255,255,255
6000,0.004,255,255,255
6001,0.008,255,255,255
6002,0.006,255,255,255
6003,0.006,255,255,255
6004,0.011,255,255,255
6005,0.010,255,255,255
6006,0.009,255,255,255
6007,0.004,255,255,255
6008,0.007,255,255,255
6009,0.004,255,255,255
6010,0.009,255,255,255
6011,0.003,255,255,255
6012,0.004,255,255,255
6013,0.013,255,255,255
6014,0.006,255,255,255
6015,0.004,255,255,255
6016,0.012,255,255,255
6017,0.002,255,255,255
6018,0.004,255,255,255
6019,0.008,255,255,255
6020,0.003,255,255,255
6021,0.007,255,255,255
6022,0.006,255,255,255
6023,0.006,255,255,255
6024,0.006,255,255,255
6025,0.008,255,255,255
6026,0.005,255,255,255
6027,0.007,255,255,255
6028,0.001,255,255,255
6029,0.005,255,255,255
6030,0.009,255,255,255
6031,0.005,255,255,255
6032,0.006,255,255,255
6033,0.004,255,255,255
6034,0.006,255,255,255
6035,0.006,255,255,255
6036,0.008,255,255,255
6037,0.005,255,255,255
6038,0.007,255,255,255
6039,0.004,255,255,255
6040,0.011,255,255,255
6041,0.007,255,255,255
6042,0.006,255,255,255
6043,0.004,255,255,255
6044,0.006,255,255,255
6045,0.005,255,255,255
6046,0.004,255,255,255
6047,0.005,255,255,255
6048,0.005,255,255,255
6049,0.005,255,255,255
6050,0.007,255,255,255
6051,0.002,255,255,255
6052,0.001,255,255,255
6053,0.007,255,255,255
6054,0.001,255,255,255
6055,0.008,255,255,255
6056,0.005,255,255,255
6057,0.007,255,255,255
6058,0.004,255,255,255
6059,0.001,255,255,255
6060,0.007,255,255,255
6061,0.006,255,255,255
6062,0.003,255,255,255
6063,0.002,255,255,255
6064,0.002,255,255,255
6065,0.006,255,255,255
6066,0.006,255,255,255
6067,0.012,255,255,255
6068,0.008,255,255,255
6069,0.005,255,255,255
6070,0.009,255,255,255
6071,0.002,255,255,255
6072,0.007,255,255,255
6073,0.008,255,255,255
6074,0.010,255,255,255
6075,0.006,255,255,255
6076,0.009,255,255,255
6077,0.003,255,255,255
6078,0.003,255,255,255
6079,0.006,255,255,255
6080,0.009,255,255,255
6081,0.007,255,255,255
6082,0.009,255,255,255
6083,0.007,255,255,255
6084,0.004,255,255,255
6085,0.008,255,255,255
6086,0.006,255,255,255
6087,0.005,255,255,255
6088,0.011,255,255,255
6089,0.009,255,255,255
6090,0.004,255,255,255
6091,0.007,255,255,255
6092,0.004,255,255,255
6093,0.009,255,255,255
6094,0.003,255,255,255
6095,0.004,255,255,255
6096,0.004,255,255,255
6097,0.009,255,255,255
6098,0.006,255,255,255
6099,0.004,255,255,255
6100,0.011,255,255,255
6101,0.002,255,255,255
6102,0.004,255,255,255
6103,0.007,255,255,255
6104,0.004,255,255,255
6105,0.007,255,255,255
6106,0.006,255,255,255
6107,0.006,255,255,255
6108,0.008,255,255,255
6109,0.006,255,255,255
6110,0.005,255,255,255
6111,0.007,255,255,255
6112,0.001,255,255,255
6113,0.006,255,255,255
6114,0.009,255,255,255
6115,0.006,255,255,255
6116,0.006,255,255,255
6117,0.004,255,255,255
6118,0.006,255,255,255
6119,0.006,255,255,255
6120,0.008,255,255,255
6121,0.005,255,255,255
6122,0.007,255,255,255
6123,0.004,255,255,255
6124,0.001,255,255,255
6125,0.006,255,255,255
6126,0.009,255,255,255
6127,0.010,255,255,255
6128,0.007,255,255,255
6129,0.005,255,255,255
6130,0.006,255,255,255
6131,0.006,255,255,255
6132,0.005,255,255,255
6133,0.004,255,255,255
6134,0.005,255,255,255
6135,0.005,255,255,255
6136,0.005,255,255,255
6137,0.005,255,255,255
6138,0.005,255,255,255
6139,0.011,255,255,255
6140,0.007,255,255,255
6141,0.002,255,255,255
6142,0.001,255,255,255
6143,0.007,255,255,255
6144,0.001,255,255,255
6145,0.008,255,255,255
6146,0.005,255,255,255
6147,0.007,255,255,255
6148,0.004,255,255,255
6149,0.001,255,255,255
6150,0.007,255,255,255
6151,0.001,255,255,255
6152,0.003,255,255,255
6153,0.001,255,255,255
6154,0.002,255,255,255
6155,0.007,255,255,255
6156,0.007,255,255,255
6157,0.003,255,255,255
6158,0.012,255,255,255
6159,0.009,255,255,255
6160,0.005,255,255,255
6161,0.009,255,255,255
6162,0.002,255,255,255
6163,0.007,255,255,255
6164,0.008,255,255,255
6165,0.010,255,255,255
6166,0.006,255,255,255
6167,0.004,255,255,255
6168,0.008,255,255,255
6169,0.004,255,255,255
6170,0.007,255,255,255
6171,0.009,255,255,255
6172,0.008,255,255,255
6173,0.008,255,255,255
6174,0.007,255,255,255
6175,0.006,255,255,255
6176,0.009,255,255,255
6177,0.004,255,255,255
6178,0.008,255,255,255
6179,0.007,255,255,255
6180,0.011,255,255,255
6181,0.005,255,255,255
6182,0.010,255,255,255
6183,0.002,255,255,255
6184,0.009,255,255,255
6185,0.004,255,255,255
6186,0.007,255,255,255
6187,0.004,255,255,255
6188,0.009,255,255,255
6189,0.004,255,255,255
6190,0.003,255,255,255
6191,0.014,255,255,255
6192,0.006,255,255,255
6193,0.004,255,255,255
6194,0.011,255,255,255
6195,0.002,255,255,255
6196,0.004,255,255,255
6197,0.008,255,255,255
6198,0.003,255,255,255
6199,0.008,255,255,255
6200,0.006,255,255,255
6201,0.006,255,255,255
6202,0.006,255,255,255
6203,0.009,255,255,255
6204,0.008,255,255,255
6205,0.002,255,255,255
6206,0.006,255,255,255
6207,0.009,255,255,255
6208,0.006,255,255,255
6209,0.006,255,255,255
6210,0.004,255,255,255
6211,0.007,255,255,255
6212,0.007,255,255,255
6213,0.008,255,255,255
6214,0.006,255,255,255
6215,0.007,255,255,255
6216,0.004,255,255,255
6217,0.001,255,255,255
6218,0.015,255,255,255
6219,0.010,255,255,255
6220,0.007,255,255,255
6221,0.006,255,255,255
6222,0.005,255,255,255
6223,0.005,255,255,255
6224,0.006,255,255,255
6225,0.004,255,255,255
6226,0.006,255,255,255
6227,0.006,255,255,255
6228,0.005,255,255,255
6229,0.005,255,255,255
6230,0.008,255,255,255
6231,0.002,255,255,255
6232,0.001,255,255,255
6233,0.007,255,255,255
